cnvFiles,siteID,sampleDateTime,SITE_ID,stationDepth,Latitude,Longitude
2015_CTD/Laurentian/Pothoven_2015/9_21_15/cnv/M45.cnv,m45,2015-09-21T00:00:00Z,beta,45,43.20616667,86.44966667
2016 CTD files/1635/Pothoven/3-10-16/cnv/raw008.cnv,raw,2016-01-10T00:00:00Z,NA,NA,NA,NA
2016 CTD files/1635/Pothoven/3-10-16/cnv/raw009.cnv,raw,2016-01-10T00:00:00Z,NA,NA,NA,NA
2016 CTD files/1635/Pothoven/3-10-16/cnv/raw010.cnv,raw,2016-01-10T00:00:00Z,NA,NA,NA,NA
2016 CTD files/1635/Pothoven/3-29-16/cnv/raw012.cnv,raw,2016-01-29T00:00:00Z,NA,NA,NA,NA
2016 CTD files/1635/Pothoven/3-29-16/cnv/raw013.cnv,raw,2016-01-29T00:00:00Z,NA,NA,NA,NA
2016 CTD files/1635/Pothoven/3-29-16/cnv/raw014.cnv,raw,2016-01-29T00:00:00Z,NA,NA,NA,NA
2016 CTD files/1635/Pothoven/3-9-16/cnv/raw003.cnv,raw,2016-03-09T00:00:00Z,NA,NA,NA,NA
2016 CTD files/1635/Pothoven/3-9-16/cnv/raw004.cnv,raw,2016-03-09T00:00:00Z,NA,NA,NA,NA
2016 CTD files/1635/Pothoven/3-9-16/cnv/raw005.cnv,raw,2016-03-09T00:00:00Z,NA,NA,NA,NA
2016 CTD files/1635/Pothoven/3-9-16/cnv/raw006.cnv,raw,2016-03-09T00:00:00Z,NA,NA,NA,NA
2016 CTD files/1635/Pothoven/3-9-16/cnv/raw007.cnv,raw,2016-03-09T00:00:00Z,NA,NA,NA,NA
2016 CTD files/1635/Pothoven/4-15-16/cnv/106-16_GH15.cnv,gh15,2016-04-15T00:00:00Z,gh15,15,43.07281667,86.27886667
2016 CTD files/1635/Pothoven/4-15-16/cnv/106-16_LegC.cnv,legc,2016-04-15T00:00:00Z,c1,12,43.22016667,86.35416667
2016 CTD files/1635/Pothoven/4-15-16/cnv/106-16_LegD.cnv,legd,2016-04-15T00:00:00Z,d1,10,43.14233333,86.29933333
2016 CTD files/1635/Pothoven/4-15-16/cnv/106-16_LegE.cnv,lege,2016-04-15T00:00:00Z,e1,10,43.05366667,86.26283333
2016 CTD files/1635/Pothoven/4-15-16/cnv/106-16_M110.cnv,m110,2016-04-15T00:00:00Z,omega,110,43.19983333,86.56983333
2016 CTD files/1635/Pothoven/4-15-16/cnv/106-16_M15.cnv,m15,2016-04-15T00:00:00Z,alpha,17,43.18816667,86.344
2016 CTD files/1635/Pothoven/4-15-16/cnv/106-16_M45.cnv,m45,2016-04-15T00:00:00Z,beta,45,43.20616667,86.44966667
2016 CTD files/1635/Pothoven/4-28-16/cnv/116-16_M110.cnv,m110,2016-04-25T00:00:00Z,omega,110,43.19983333,86.56983333
2016 CTD files/1635/Pothoven/4-28-16/cnv/116-16_M15.cnv,m15,2016-04-25T00:00:00Z,alpha,17,43.18816667,86.344
2016 CTD files/1635/Pothoven/4-28-16/cnv/116-16_M45.cnv,m45,2016-04-25T00:00:00Z,beta,45,43.20616667,86.44966667
2016 CTD files/1635/Pothoven/4-5-16/cnv/95-16_M25.cnv,m25,2016-04-05T00:00:00Z,NA,NA,NA,NA
2016 CTD files/1635/Pothoven/4-5-16/cnv/95-16_M45.cnv,m45,2016-04-05T00:00:00Z,beta,45,43.20616667,86.44966667
2016 CTD files/1635/Pothoven/4-5-16/cnv/95-16_X2.cnv,x2,2016-04-05T00:00:00Z,NA,NA,NA,NA
2016 CTD files/1635/Pothoven/5-10-16/cnv/GH15.cnv,gh15,2016-01-10T00:00:00Z,gh15,15,43.07281667,86.27886667
2016 CTD files/1635/Pothoven/5-10-16/cnv/LegC.cnv,legc,2016-01-10T00:00:00Z,c1,12,43.22016667,86.35416667
2016 CTD files/1635/Pothoven/5-10-16/cnv/LegD.cnv,legd,2016-01-10T00:00:00Z,d1,10,43.14233333,86.29933333
2016 CTD files/1635/Pothoven/5-10-16/cnv/LegE.cnv,lege,2016-01-10T00:00:00Z,e1,10,43.05366667,86.26283333
2016 CTD files/1635/Pothoven/5-10-16/cnv/M15.cnv,m15,2016-01-10T00:00:00Z,alpha,17,43.18816667,86.344
2016 CTD files/1635/Pothoven/5-11-16/cnv/M110.cnv,m110,2016-01-11T00:00:00Z,omega,110,43.19983333,86.56983333
2016 CTD files/1635/Pothoven/5-11-16/cnv/M15.cnv,m15,2016-01-11T00:00:00Z,alpha,17,43.18816667,86.344
2016 CTD files/1635/Pothoven/5-11-16/cnv/M45.cnv,m45,2016-01-11T00:00:00Z,beta,45,43.20616667,86.44966667
2016 CTD files/1635/Pothoven/5-24-16/cnv/M110.cnv,m110,2016-01-24T00:00:00Z,omega,110,43.19983333,86.56983333
2016 CTD files/1635/Pothoven/5-24-16/cnv/M15.cnv,m15,2016-01-24T00:00:00Z,alpha,17,43.18816667,86.344
2016 CTD files/1635/Pothoven/5-24-16/cnv/M45.cnv,m45,2016-01-24T00:00:00Z,beta,45,43.20616667,86.44966667
2016 CTD files/Laurentian/Hank_2016/2may16/cnv/M110 d 050316.cnv,m110,2016-01-05T00:00:00Z,omega,110,43.19983333,86.56983333
2016 CTD files/Laurentian/Hank_2016/2may16/cnv/M110050316.cnv,m110,2016-01-05T00:00:00Z,omega,110,43.19983333,86.56983333
2016 CTD files/Laurentian/Hank_2016/2may16/cnv/M15D 050316.cnv,m15,2016-01-05T00:00:00Z,alpha,17,43.18816667,86.344
2016 CTD files/Laurentian/Hank_2016/2may16/cnv/M15N 050216.cnv,m15,2016-01-05T00:00:00Z,alpha,17,43.18816667,86.344
2016 CTD files/Laurentian/Hank_2016/2may16/cnv/M45 d 050316.cnv,m45,2016-01-05T00:00:00Z,beta,45,43.20616667,86.44966667
2016 CTD files/Laurentian/Hank_2016/2may16/cnv/ML Day 050216.cnv,ml,2016-01-05T00:00:00Z,omega,110,43.19983333,86.56983333
2016 CTD files/Laurentian/Hank_2016/4_13_2016/cnv/x2.cnv,x2,2020-04-13T00:00:00Z,NA,NA,NA,NA
2016 CTD files/Laurentian/Pothoven_2016/10_3_16/cnv/M110.cnv,m110,2016-10-03T00:00:00Z,omega,110,43.19983333,86.56983333
2016 CTD files/Laurentian/Pothoven_2016/10_3_16/cnv/M15.cnv,m15,2016-10-03T00:00:00Z,alpha,17,43.18816667,86.344
2016 CTD files/Laurentian/Pothoven_2016/10_3_16/cnv/M45.cnv,m45,2016-10-03T00:00:00Z,beta,45,43.20616667,86.44966667
2016 CTD files/Laurentian/Pothoven_2016/10_4_16/cnv/GH15.cnv,gh15,2016-10-04T00:00:00Z,gh15,15,43.07281667,86.27886667
2016 CTD files/Laurentian/Pothoven_2016/10_4_16/cnv/LegC.cnv,legc,2016-10-04T00:00:00Z,c1,12,43.22016667,86.35416667
2016 CTD files/Laurentian/Pothoven_2016/10_4_16/cnv/LegD.cnv,legd,2016-10-04T00:00:00Z,d1,10,43.14233333,86.29933333
2016 CTD files/Laurentian/Pothoven_2016/10_4_16/cnv/LegE.cnv,lege,2016-10-04T00:00:00Z,e1,10,43.05366667,86.26283333
2016 CTD files/Laurentian/Pothoven_2016/10_4_16/cnv/M15.cnv,m15,2016-10-04T00:00:00Z,alpha,17,43.18816667,86.344
2016 CTD files/Laurentian/Pothoven_2016/11_1_16/cnv/M110.cnv,m110,2016-11-01T00:00:00Z,omega,110,43.19983333,86.56983333
2016 CTD files/Laurentian/Pothoven_2016/11_1_16/cnv/M15.cnv,m15,2016-11-01T00:00:00Z,alpha,17,43.18816667,86.344
2016 CTD files/Laurentian/Pothoven_2016/11_1_16/cnv/M45.cnv,m45,2016-11-01T00:00:00Z,beta,45,43.20616667,86.44966667
2016 CTD files/Laurentian/Pothoven_2016/11_3_16/cnv/GH15.cnv,gh15,2016-11-03T00:00:00Z,gh15,15,43.07281667,86.27886667
2016 CTD files/Laurentian/Pothoven_2016/11_3_16/cnv/LegC.cnv,legc,2016-11-03T00:00:00Z,c1,12,43.22016667,86.35416667
2016 CTD files/Laurentian/Pothoven_2016/11_3_16/cnv/LegD.cnv,legd,2016-11-03T00:00:00Z,d1,10,43.14233333,86.29933333
2016 CTD files/Laurentian/Pothoven_2016/11_3_16/cnv/LegE.cnv,lege,2016-11-03T00:00:00Z,e1,10,43.05366667,86.26283333
2016 CTD files/Laurentian/Pothoven_2016/11_3_16/cnv/M15.cnv,m15,2016-11-03T00:00:00Z,alpha,17,43.18816667,86.344
2016 CTD files/Laurentian/Pothoven_2016/5_31_16/cnv/M110_TSTRING.cnv,m110,2016-05-31T00:00:00Z,omega,110,43.19983333,86.56983333
2016 CTD files/Laurentian/Pothoven_2016/6_1_16/cnv/M110.cnv,m110,2016-06-01T00:00:00Z,omega,110,43.19983333,86.56983333
2016 CTD files/Laurentian/Pothoven_2016/6_1_16/cnv/M15.cnv,m15,2016-06-01T00:00:00Z,alpha,17,43.18816667,86.344
2016 CTD files/Laurentian/Pothoven_2016/6_1_16/cnv/M45.cnv,m45,2016-06-01T00:00:00Z,beta,45,43.20616667,86.44966667
2016 CTD files/Laurentian/Pothoven_2016/6_14_16/cnv/M110.cnv,m110,2016-06-14T00:00:00Z,omega,110,43.19983333,86.56983333
2016 CTD files/Laurentian/Pothoven_2016/6_14_16/cnv/M15.cnv,m15,2016-06-14T00:00:00Z,alpha,17,43.18816667,86.344
2016 CTD files/Laurentian/Pothoven_2016/6_14_16/cnv/M45.cnv,m45,2016-06-14T00:00:00Z,beta,45,43.20616667,86.44966667
2016 CTD files/Laurentian/Pothoven_2016/6_15_16/cnv/GH15.cnv,gh15,2016-06-15T00:00:00Z,gh15,15,43.07281667,86.27886667
2016 CTD files/Laurentian/Pothoven_2016/6_15_16/cnv/GH45.cnv,gh45,2016-06-15T00:00:00Z,gh45,45,43.0414,86.3332
2016 CTD files/Laurentian/Pothoven_2016/6_15_16/cnv/StaA.cnv,staa,2016-06-15T00:00:00Z,gh100,100,43.01933333,86.63183333
2016 CTD files/Laurentian/Pothoven_2016/6_2_16/cnv/GH15.cnv,gh15,2016-06-02T00:00:00Z,gh15,15,43.07281667,86.27886667
2016 CTD files/Laurentian/Pothoven_2016/6_2_16/cnv/LEG_ C.cnv,leg_c,2016-06-02T00:00:00Z,c1,12,43.22016667,86.35416667
2016 CTD files/Laurentian/Pothoven_2016/6_2_16/cnv/Leg_D.cnv,leg_d,2016-06-02T00:00:00Z,d1,10,43.14233333,86.29933333
2016 CTD files/Laurentian/Pothoven_2016/6_2_16/cnv/LEG_E.cnv,leg_e,2016-06-02T00:00:00Z,d1,10,43.14233333,86.29933333
2016 CTD files/Laurentian/Pothoven_2016/6_2_16/cnv/M15.cnv,m15,2016-06-02T00:00:00Z,alpha,17,43.18816667,86.344
2016 CTD files/Laurentian/Pothoven_2016/7_18_16/cnv/GH15.cnv,gh15,2016-07-18T00:00:00Z,gh15,15,43.07281667,86.27886667
2016 CTD files/Laurentian/Pothoven_2016/7_18_16/cnv/LegC.cnv,legc,2016-07-18T00:00:00Z,c1,12,43.22016667,86.35416667
2016 CTD files/Laurentian/Pothoven_2016/7_18_16/cnv/LegD.cnv,legd,2016-07-18T00:00:00Z,d1,10,43.14233333,86.29933333
2016 CTD files/Laurentian/Pothoven_2016/7_18_16/cnv/LegE.cnv,lege,2016-07-18T00:00:00Z,e1,10,43.05366667,86.26283333
2016 CTD files/Laurentian/Pothoven_2016/7_18_16/cnv/M15.cnv,m15,2016-07-18T00:00:00Z,alpha,17,43.18816667,86.344
2016 CTD files/Laurentian/Pothoven_2016/7_19_16/cnv/M15.cnv,m15,2016-07-19T00:00:00Z,alpha,17,43.18816667,86.344
2016 CTD files/Laurentian/Pothoven_2016/7_19_16/cnv/M45.cnv,m45,2016-07-19T00:00:00Z,beta,45,43.20616667,86.44966667
2016 CTD files/Laurentian/Pothoven_2016/8_1_16/cnv/gh15.cnv,gh15,2016-08-01T00:00:00Z,gh15,15,43.07281667,86.27886667
2016 CTD files/Laurentian/Pothoven_2016/8_1_16/cnv/LEGC.cnv,legc,2016-08-01T00:00:00Z,c1,12,43.22016667,86.35416667
2016 CTD files/Laurentian/Pothoven_2016/8_1_16/cnv/LegD.cnv,legd,2016-08-01T00:00:00Z,d1,10,43.14233333,86.29933333
2016 CTD files/Laurentian/Pothoven_2016/8_1_16/cnv/LegE.cnv,lege,2016-08-01T00:00:00Z,e1,10,43.05366667,86.26283333
2016 CTD files/Laurentian/Pothoven_2016/8_1_16/cnv/M15.cnv,m15,2016-08-01T00:00:00Z,alpha,17,43.18816667,86.344
2016 CTD files/Laurentian/Pothoven_2016/8_15_16/cnv/M110.cnv,m110,2016-08-15T00:00:00Z,omega,110,43.19983333,86.56983333
2016 CTD files/Laurentian/Pothoven_2016/8_15_16/cnv/m15.cnv,m15,2016-08-15T00:00:00Z,alpha,17,43.18816667,86.344
2016 CTD files/Laurentian/Pothoven_2016/8_15_16/cnv/m45.cnv,m45,2016-08-15T00:00:00Z,beta,45,43.20616667,86.44966667
2016 CTD files/Laurentian/Pothoven_2016/8_29_16/cnv/GH15.cnv,gh15,2016-08-29T00:00:00Z,gh15,15,43.07281667,86.27886667
2016 CTD files/Laurentian/Pothoven_2016/8_29_16/cnv/GH45.cnv,gh45,2016-08-29T00:00:00Z,gh45,45,43.0414,86.3332
2016 CTD files/Laurentian/Pothoven_2016/8_29_16/cnv/STA_A.cnv,sta_a,2016-08-29T00:00:00Z,gh100,100,43.01933333,86.63183333
2016 CTD files/Laurentian/Pothoven_2016/8_3_16/cnv/M110.cnv,m110,2016-08-03T00:00:00Z,omega,110,43.19983333,86.56983333
2016 CTD files/Laurentian/Pothoven_2016/8_3_16/cnv/m15.cnv,m15,2016-08-03T00:00:00Z,alpha,17,43.18816667,86.344
2016 CTD files/Laurentian/Pothoven_2016/8_3_16/cnv/m45.cnv,m45,2016-08-03T00:00:00Z,beta,45,43.20616667,86.44966667
2016 CTD files/Laurentian/Pothoven_2016/9_20_16/cnv/M110.cnv,m110,2016-09-20T00:00:00Z,omega,110,43.19983333,86.56983333
2016 CTD files/Laurentian/Pothoven_2016/9_20_16/cnv/M15.cnv,m15,2016-09-20T00:00:00Z,alpha,17,43.18816667,86.344
2016 CTD files/Laurentian/Pothoven_2016/9_20_16/cnv/M45.cnv,m45,2016-09-20T00:00:00Z,beta,45,43.20616667,86.44966667
2016 CTD files/Laurentian/Pothoven_2016/9_22_16/cnv/GH15.cnv,gh15,2016-09-22T00:00:00Z,gh15,15,43.07281667,86.27886667
2016 CTD files/Laurentian/Pothoven_2016/9_22_16/cnv/LegC.cnv,legc,2016-09-22T00:00:00Z,c1,12,43.22016667,86.35416667
2016 CTD files/Laurentian/Pothoven_2016/9_22_16/cnv/LegD.cnv,legd,2016-09-22T00:00:00Z,d1,10,43.14233333,86.29933333
2016 CTD files/Laurentian/Pothoven_2016/9_22_16/cnv/LegE.cnv,lege,2016-09-22T00:00:00Z,e1,10,43.05366667,86.26283333
2016 CTD files/Laurentian/Pothoven_2016/9_22_16/cnv/M110.cnv,m110,2016-09-22T00:00:00Z,omega,110,43.19983333,86.56983333
2016 CTD files/Laurentian/Pothoven_2016/9_22_16/cnv/M15.cnv,m15,2016-09-22T00:00:00Z,alpha,17,43.18816667,86.344
2016 CTD files/Laurentian/Pothoven_2016/9_22_16/cnv/M45.cnv,m45,2016-09-22T00:00:00Z,beta,45,43.20616667,86.44966667
2017 CTD files/1635/Pothoven/145-17/cnv/5-25_GH15.cnv,gh15,2017-05-25T00:00:00Z,gh15,15,43.07281667,86.27886667
2017 CTD files/1635/Pothoven/145-17/cnv/5-25_LegC.cnv,legc,2017-05-25T00:00:00Z,c1,12,43.22016667,86.35416667
2017 CTD files/1635/Pothoven/145-17/cnv/5-25_LegD.cnv,legd,2017-05-25T00:00:00Z,d1,10,43.14233333,86.29933333
2017 CTD files/1635/Pothoven/145-17/cnv/5-25_LegE.cnv,lege,2017-05-25T00:00:00Z,e1,10,43.05366667,86.26283333
2017 CTD files/1635/Pothoven/145-17/cnv/5-25_M15.cnv,m15,2017-05-25T00:00:00Z,alpha,17,43.18816667,86.344
2017 CTD files/1635/Pothoven/151-17/cnv/5-31_M15.cnv,m15,2017-05-31T00:00:00Z,alpha,17,43.18816667,86.344
2017 CTD files/1635/Pothoven/152-17/cnv/6-1_M110.cnv,m110,2017-06-01T00:00:00Z,omega,110,43.19983333,86.56983333
2017 CTD files/1635/Pothoven/152-17/cnv/6-1_M45.cnv,m45,2017-06-01T00:00:00Z,beta,45,43.20616667,86.44966667
2017 CTD files/1635/Pothoven/153-17/cnv/6-2_GH15.cnv,gh15,2017-06-02T00:00:00Z,gh15,15,43.07281667,86.27886667
2017 CTD files/1635/Pothoven/153-17/cnv/6-2_LegC.cnv,legc,2017-06-02T00:00:00Z,c1,12,43.22016667,86.35416667
2017 CTD files/1635/Pothoven/153-17/cnv/6-2_LegD.cnv,legd,2017-06-02T00:00:00Z,d1,10,43.14233333,86.29933333
2017 CTD files/1635/Pothoven/153-17/cnv/6-2_LegE.cnv,lege,2017-06-02T00:00:00Z,e1,10,43.05366667,86.26283333
2017 CTD files/1635/Pothoven/153-17/cnv/6-2_M15.cnv,m15,2017-06-02T00:00:00Z,alpha,17,43.18816667,86.344
2017 CTD files/1635/Pothoven/164-17/cnv/6-13-17_M110.cnv,m110,2017-06-13T00:00:00Z,omega,110,43.19983333,86.56983333
2017 CTD files/1635/Pothoven/164-17/cnv/6-13-17_M15.cnv,m15,2017-06-13T00:00:00Z,alpha,17,43.18816667,86.344
2017 CTD files/1635/Pothoven/164-17/cnv/6-13-17_M45.cnv,m45,2017-06-13T00:00:00Z,beta,45,43.20616667,86.44966667
2017 CTD files/1635/Pothoven/184-17/cnv/7-3-17_M110x.cnv,m110,2017-07-03T00:00:00Z,omega,110,43.19983333,86.56983333
2017 CTD files/1635/Pothoven/184-17/cnv/7-3-17_M45x.cnv,m45,2017-07-03T00:00:00Z,beta,45,43.20616667,86.44966667
2017 CTD files/1635/Pothoven/186-17/cnv/7-5-17_GH15.cnv,gh15,2017-07-05T00:00:00Z,gh15,15,43.07281667,86.27886667
2017 CTD files/1635/Pothoven/186-17/cnv/7-5-17_Leg C.cnv,legc,2017-07-05T00:00:00Z,c1,12,43.22016667,86.35416667
2017 CTD files/1635/Pothoven/186-17/cnv/7-5-17_Leg D.cnv,legd,2017-07-05T00:00:00Z,d1,10,43.14233333,86.29933333
2017 CTD files/1635/Pothoven/186-17/cnv/7-5-17_Leg E.cnv,lege,2017-07-05T00:00:00Z,e1,10,43.05366667,86.26283333
2017 CTD files/1635/Pothoven/186-17/cnv/7-5-17_M110.cnv,m110,2017-07-05T00:00:00Z,omega,110,43.19983333,86.56983333
2017 CTD files/1635/Pothoven/186-17/cnv/7-5-17_M15.cnv,m15,2017-07-05T00:00:00Z,alpha,17,43.18816667,86.344
2017 CTD files/1635/Pothoven/186-17/cnv/7-5-17_M45.cnv,m45,2017-07-05T00:00:00Z,beta,45,43.20616667,86.44966667
2017 CTD files/1635/Pothoven/233-17/cnv/233_M110.cnv,m110,2017-08-21T00:00:00Z,omega,110,43.19983333,86.56983333
2017 CTD files/1635/Pothoven/233-17/cnv/233_M15.cnv,m15,2017-08-21T00:00:00Z,alpha,17,43.18816667,86.344
2017 CTD files/1635/Pothoven/233-17/cnv/233_M45.cnv,m45,2017-08-21T00:00:00Z,beta,45,43.20616667,86.44966667
2017 CTD files/1635/Pothoven/236-17/cnv/236_M110_10;40.cnv,m110,2010-04-20T00:00:00Z,omega,110,43.19983333,86.56983333
2017 CTD files/1635/Pothoven/236-17/cnv/236_M110_22;00.cnv,m110,2022-04-20T00:00:00Z,omega,110,43.19983333,86.56983333
2017 CTD files/1635/Pothoven/236-17/cnv/236_M25_8;30.cnv,m25,2017-08-24T00:00:00Z,NA,NA,NA,NA
2017 CTD files/1635/Pothoven/236-17/cnv/236_M45_23;05.cnv,m45,2017-08-24T00:00:00Z,beta,45,43.20616667,86.44966667
2017 CTD files/1635/Pothoven/236-17/cnv/236_M45_9;40.cnv,m45,2017-08-24T00:00:00Z,beta,45,43.20616667,86.44966667
2017 CTD files/1635/Pothoven/311-17/cnv/GH15.cnv,gh15,2017-11-07T00:00:00Z,gh15,15,43.07281667,86.27886667
2017 CTD files/1635/Pothoven/311-17/cnv/LegC.cnv,legc,2017-11-07T00:00:00Z,c1,12,43.22016667,86.35416667
2017 CTD files/1635/Pothoven/311-17/cnv/LegD.cnv,legd,2017-11-07T00:00:00Z,d1,10,43.14233333,86.29933333
2017 CTD files/1635/Pothoven/311-17/cnv/LegE.cnv,lege,2017-11-07T00:00:00Z,e1,10,43.05366667,86.26283333
2017 CTD files/1635/Pothoven/311-17/cnv/M110.cnv,m110,2017-11-07T00:00:00Z,omega,110,43.19983333,86.56983333
2017 CTD files/1635/Pothoven/311-17/cnv/M15.cnv,m15,2017-11-07T00:00:00Z,alpha,17,43.18816667,86.344
2017 CTD files/1635/Pothoven/311-17/cnv/M45.cnv,m45,2017-11-07T00:00:00Z,beta,45,43.20616667,86.44966667
2017 CTD files/1635/Pothoven/75-17/cnv/75-GH15.cnv,gh15,2017-03-16T00:00:00Z,gh15,15,43.07281667,86.27886667
2017 CTD files/1635/Pothoven/75-17/cnv/75-LegC.cnv,legc,2017-03-16T00:00:00Z,c1,12,43.22016667,86.35416667
2017 CTD files/1635/Pothoven/75-17/cnv/75-LegD.cnv,legd,2017-03-16T00:00:00Z,d1,10,43.14233333,86.29933333
2017 CTD files/1635/Pothoven/75-17/cnv/75-LegE.cnv,lege,2017-03-16T00:00:00Z,e1,10,43.05366667,86.26283333
2017 CTD files/1635/Pothoven/75-17/cnv/75-M15.cnv,m15,2017-03-16T00:00:00Z,alpha,17,43.18816667,86.344
2017 CTD files/1635/Pothoven/79-17/cnv/79-M110.cnv,m110,2017-03-20T00:00:00Z,omega,110,43.19983333,86.56983333
2017 CTD files/1635/Pothoven/79-17/cnv/79-M15.cnv,m15,2017-03-20T00:00:00Z,alpha,17,43.18816667,86.344
2017 CTD files/1635/Pothoven/79-17/cnv/79-M45.cnv,m45,2017-03-20T00:00:00Z,beta,45,43.20616667,86.44966667
2017 CTD files/1635/Pothoven/93-17/cnv/93-17_GH15.cnv,gh15,2017-04-03T00:00:00Z,gh15,15,43.07281667,86.27886667
2017 CTD files/1635/Pothoven/93-17/cnv/93-17_LegC.cnv,legc,2017-04-03T00:00:00Z,c1,12,43.22016667,86.35416667
2017 CTD files/1635/Pothoven/93-17/cnv/93-17_LegD.cnv,legd,2017-04-03T00:00:00Z,d1,10,43.14233333,86.29933333
2017 CTD files/1635/Pothoven/93-17/cnv/93-17_LegE.cnv,lege,2017-04-03T00:00:00Z,e1,10,43.05366667,86.26283333
2017 CTD files/1635/Pothoven/93-17/cnv/93-17_M110.cnv,m110,2017-04-03T00:00:00Z,omega,110,43.19983333,86.56983333
2017 CTD files/1635/Pothoven/93-17/cnv/93-17_M15.cnv,m15,2017-04-03T00:00:00Z,alpha,17,43.18816667,86.344
2017 CTD files/1635/Pothoven/93-17/cnv/93-17_M45.cnv,m45,2017-04-03T00:00:00Z,beta,45,43.20616667,86.44966667
2017 CTD files/1635/Pothoven/95-17/cnv/95-17_M25.cnv,m25,2017-04-05T00:00:00Z,NA,NA,NA,NA
2017 CTD files/1635/Pothoven/95-17/cnv/95-17_M45.cnv,m45,2017-04-05T00:00:00Z,beta,45,43.20616667,86.44966667
2017 CTD files/1635/Pothoven/95-17/cnv/95-17_X2.cnv,x2,2017-04-05T00:00:00Z,NA,NA,NA,NA
2018 CTD files/1635/Pothoven/78-18/cnv/78-18 GH15.cnv,gh15,2018-03-19T00:00:00Z,gh15,15,43.07281667,86.27886667
2018 CTD files/1635/Pothoven/78-18/cnv/78-18 Leg C.cnv,legc,2018-03-19T00:00:00Z,c1,12,43.22016667,86.35416667
2018 CTD files/1635/Pothoven/78-18/cnv/78-18 Leg D.cnv,legd,2018-03-19T00:00:00Z,d1,10,43.14233333,86.29933333
2018 CTD files/1635/Pothoven/78-18/cnv/78-18 Leg E.cnv,lege,2018-03-19T00:00:00Z,e1,10,43.05366667,86.26283333
2018 CTD files/1635/Pothoven/78-18/cnv/78-18 M15.cnv,m15,2018-03-19T00:00:00Z,alpha,17,43.18816667,86.344
2018 CTD files/1635/Pothoven/92-18/cnv/92-18 M110.cnv,m110,2018-04-02T00:00:00Z,omega,110,43.19983333,86.56983333
2018 CTD files/1635/Pothoven/92-18/cnv/92-18 M15.cnv,m15,2018-04-02T00:00:00Z,alpha,17,43.18816667,86.344
2018 CTD files/1635/Pothoven/92-18/cnv/92-18 M25.cnv,m25,2018-04-02T00:00:00Z,NA,NA,NA,NA
2018 CTD files/1635/Pothoven/92-18/cnv/92-18 M45.cnv,m45,2018-04-02T00:00:00Z,beta,45,43.20616667,86.44966667
2018 CTD files/1635/Pothoven/92-18/cnv/92-18 M45_2.cnv,m45,2018-04-02T00:00:00Z,beta,45,43.20616667,86.44966667
2018 CTD files/1635/Pothoven/92-18/cnv/92-18 X2.cnv,x2,2018-04-02T00:00:00Z,NA,NA,NA,NA
2018 CTD files/1635/Pothoven/93-18/cnv/93-18 GH15.cnv,gh15,2018-04-03T00:00:00Z,gh15,15,43.07281667,86.27886667
2018 CTD files/1635/Pothoven/93-18/cnv/93-18 Leg C.cnv,legc,2018-04-03T00:00:00Z,c1,12,43.22016667,86.35416667
2018 CTD files/1635/Pothoven/93-18/cnv/93-18 Leg D.cnv,legd,2018-04-03T00:00:00Z,d1,10,43.14233333,86.29933333
2018 CTD files/1635/Pothoven/93-18/cnv/93-18 Leg E.cnv,lege,2018-04-03T00:00:00Z,e1,10,43.05366667,86.26283333
2018 CTD files/1635/Pothoven/93-18/cnv/93-18 M15.cnv,m15,2018-04-03T00:00:00Z,alpha,17,43.18816667,86.344
2018 CTD files/Laurentian/Pothoven_2018/4_23/cnv/4_23_18_M20.cnv,m20,2018-04-23T00:00:00Z,NA,NA,NA,NA
2019 CTD files/1635/10-25-19/raw/298-19_M25.cnv,m25,2019-10-25T00:00:00Z,NA,NA,NA,NA
2019 CTD files/1635/10-25-19/raw/298-19_M45.cnv,m45,2019-10-25T00:00:00Z,beta,45,43.20616667,86.44966667
2019 CTD files/1635/10-25-19/raw/298-19_X2.cnv,x2,2019-10-25T00:00:00Z,NA,NA,NA,NA
2019 CTD files/1635/10-8-19/raw/281-19_GH15.cnv,gh15,2019-10-08T00:00:00Z,gh15,15,43.07281667,86.27886667
2019 CTD files/1635/10-8-19/raw/281-19_LegC.cnv,legc,2019-10-08T00:00:00Z,c1,12,43.22016667,86.35416667
2019 CTD files/1635/10-8-19/raw/281-19_LegD.cnv,legd,2019-10-08T00:00:00Z,d1,10,43.14233333,86.29933333
2019 CTD files/1635/10-8-19/raw/281-19_LegE.cnv,lege,2019-10-08T00:00:00Z,e1,10,43.05366667,86.26283333
2019 CTD files/1635/10-8-19/raw/281-19_M110.cnv,m110,2019-10-08T00:00:00Z,omega,110,43.19983333,86.56983333
2019 CTD files/1635/10-8-19/raw/281-19_M110x.cnv,m110,2019-10-08T00:00:00Z,omega,110,43.19983333,86.56983333
2019 CTD files/1635/10-8-19/raw/281-19_M15.cnv,m15,2019-10-08T00:00:00Z,alpha,17,43.18816667,86.344
2019 CTD files/1635/10-8-19/raw/281-19_M45.cnv,m45,2019-10-08T00:00:00Z,beta,45,43.20616667,86.44966667
2019 CTD files/1635/10-8-19/raw/281-19_M45x.cnv,m45,2019-10-08T00:00:00Z,beta,45,43.20616667,86.44966667
2019 CTD files/1635/11-18-19/cnv/GH15.cnv,gh15,2019-11-18T00:00:00Z,gh15,15,43.07281667,86.27886667
