Date,Port,Transect,Serial,Depth_m,Temp_C,Cond_uS_cm,Oxy_mg_L,pH,Turbidity_NTU,Fluor_relative,CDOM_mg_3,PAR_uEinsteins_m2
10-Jul-21,234,wau38,291,9,18.526,255.607,8.456,8.817,0.282,0.254,3.126,160.723
10-Jul-21,234,wau38,291,10,18.49,255.147,8.465,8.817,0.307,0.246,3.081,150.706
10-Jul-21,234,wau38,291,11,18.452,255.116,8.361,8.817,0.313,0.261,3.126,141.974
10-Jul-21,234,wau38,291,12,18.418,254.603,8.363,8.817,0.258,0.269,2.986,133.892
10-Jul-21,234,wau38,291,13,18.324,254.301,8.287,8.819,0.274,0.246,3.149,125.819
10-Jul-21,234,wau38,291,14,18.042,251.802,8.452,8.827,0.301,0.268,3.081,120.202
10-Jul-21,234,wau38,291,15,16.371,243.953,8.584,8.861,0.318,0.299,3.113,108.738
10-Jul-21,234,wau38,291,16,15.387,248.303,8.781,8.889,0.309,0.296,3.352,100.031
10-Jul-21,234,wau38,291,17,13.784,228.125,8.968,8.918,0.301,0.312,3.318,90.399
10-Jul-21,234,wau38,291,18,11.095,222.322,9.332,8.957,0.274,0.314,3.357,81.65
10-Jul-21,234,wau38,291,19,10.539,218.726,9.704,8.973,0.27,0.324,3.363,74.501
10-Jul-21,234,wau38,291,20,9.513,206.816,9.878,8.98,0.301,0.326,3.223,67.212
10-Jul-21,234,wau38,291,21,8.877,207.119,9.967,8.973,0.301,0.314,3.397,60.579
10-Jul-21,234,wau38,291,22,8.575,202.671,10.603,8.956,0.301,0.365,3.318,54.713
10-Jul-21,234,wau38,291,23,8.719,206.756,11.127,8.936,0.339,0.417,3.483,48.9
10-Jul-21,234,wau38,291,24,8.313,201.04,12.113,8.917,0.317,0.493,3.645,43.184
10-Jul-21,234,wau38,291,25,8.059,201.02,12.655,8.916,0.36,0.616,3.589,37.963
10-Jul-21,234,wau38,291,26,7.964,201.554,12.659,8.895,0.418,0.685,3.641,32.949
10-Jul-21,234,wau38,291,27,7.778,197.148,12.341,8.877,0.422,0.707,3.555,28.07
10-Jul-21,234,wau38,291,28,7.625,197.102,12.202,8.862,0.395,0.748,3.539,23.937
10-Jul-21,234,wau38,291,29,7.499,196.202,12.41,8.855,0.384,0.821,3.634,20.89
10-Jul-21,234,wau38,291,30,7.35,194.915,12.541,8.847,0.427,0.85,3.634,17.67
10-Jul-21,234,wau38,291,31,7.217,195.14,12.724,8.83,0.395,0.819,3.508,15.144
10-Jul-21,234,wau38,291,32,7.003,192.838,12.82,8.81,0.384,0.782,3.539,13.227
10-Jul-21,234,wau38,291,33,6.664,191.223,12.797,8.799,0.356,0.775,3.555,11.412
10-Jul-21,234,wau38,291,34,6.454,191.16,12.786,8.789,0.402,0.756,3.489,10.002
10-Jul-21,234,wau38,291,35,6.298,189.326,12.794,8.779,0.356,0.741,3.555,8.81
10-Jul-21,234,wau38,291,36,6.133,188.367,12.709,8.77,0.356,0.741,3.618,7.639
10-Jul-21,234,wau38,291,37,5.995,188.564,12.754,8.756,0.329,0.764,3.476,6.714
10-Jul-21,234,wau38,291,38,5.883,187.318,12.769,8.746,0.384,0.787,3.634,5.909
10-Jul-21,234,wau38,291,39,5.756,186.262,12.67,8.735,0.329,0.912,3.634,5.209
10-Jul-21,234,wau38,291,40,5.626,186.216,12.655,8.724,0.301,0.923,3.555,4.563
10-Jul-21,234,wau38,291,41,5.549,186.099,12.712,8.709,0.347,0.94,3.674,3.99
10-Jul-21,234,wau38,291,42,5.385,183.638,12.687,8.696,0.301,1.026,3.476,3.497
10-Jul-21,234,wau38,291,43,5.257,185.103,12.517,8.683,0.323,1.049,3.413,3.032
10-Jul-21,234,wau38,291,44,5.209,184.176,12.511,8.669,0.32,1.045,3.529,2.684
10-Jul-21,234,wau38,291,45,5.104,182.247,12.465,8.659,0.342,1.057,3.634,2.337
10-Jul-21,234,wau38,291,46,5.022,183.419,12.355,8.645,0.301,1.104,3.634,2.05
10-Jul-21,234,wau38,291,47,4.983,182.272,12.384,8.632,0.301,1.044,3.539,1.851
10-Jul-21,234,wau38,291,48,4.885,181.137,12.346,8.622,0.301,1.029,3.456,1.643
10-Jul-21,234,wau38,291,49,4.827,182.024,12.207,8.611,0.301,0.996,3.555,1.448
10-Jul-21,234,wau38,291,50,4.787,180.755,12.2,8.601,0.288,0.935,3.555,1.305
10-Jul-21,234,wau38,291,51,4.691,181.078,12.115,8.59,0.285,0.857,3.65,1.156
10-Jul-21,234,wau38,291,52,4.695,182.682,12.047,8.576,0.288,0.712,3.594,1.049
10-Jul-21,234,wau38,291,53,4.571,178.989,12.061,8.561,0.26,0.57,3.673,0.96
10-Jul-21,234,wau38,291,54,4.482,181.418,11.986,8.55,0.265,0.479,3.555,0.866
10-Jul-21,234,wau38,291,55,4.484,178.945,11.995,8.54,0.318,0.447,3.602,0.79
10-Jul-21,234,wau38,291,56,4.438,178.6,11.905,8.533,0.288,0.462,3.575,0.72
10-Jul-21,234,wau38,291,57,4.432,180.453,11.819,8.526,0.251,0.429,3.489,0.663
10-Jul-21,234,wau38,291,58,4.421,178.483,11.808,8.52,0.274,0.388,3.713,0.609
10-Jul-21,234,wau38,291,59,4.406,178.633,11.679,8.514,0.247,0.388,3.713,0.551
10-Jul-21,234,wau38,291,60,4.401,178.731,11.641,8.508,0.247,0.388,3.634,0.509
10-Jul-21,234,wau38,291,61,4.397,178.316,11.598,8.504,0.252,0.344,3.634,0.451
10-Jul-21,234,wau38,291,62,4.386,178.501,11.518,8.499,0.279,0.36,3.666,0.416
10-Jul-21,234,wau38,291,63,4.385,178.339,11.505,8.496,0.296,0.381,3.745,0.386
10-Jul-21,234,wau38,291,64,4.383,178.432,11.468,8.491,0.274,0.344,3.555,0.354
10-Jul-21,234,wau38,291,65,4.38,178.27,11.447,8.486,0.285,0.312,3.555,0.326
10-Jul-21,234,wau38,291,66,4.377,178.247,11.431,8.478,0.279,0.29,3.523,0.301
10-Jul-21,234,wau38,291,67,4.372,178.045,11.445,8.478,0.247,0.283,3.571,0.268
10-Jul-21,234,wau38,291,68,4.368,178.125,11.444,8.474,0.247,0.256,3.594,0.244
10-Jul-21,234,wau38,291,69,4.365,178.266,11.477,8.471,0.247,0.245,3.555,0.221
10-Jul-21,234,wau38,291,70,4.366,177.976,11.454,8.468,0.23,0.223,3.555,0.195
10-Jul-21,234,wau38,291,71,4.369,178.08,11.361,8.465,0.241,0.223,3.618,0.177
10-Jul-21,234,wau38,291,72,4.363,178.011,11.356,8.462,0.225,0.237,3.634,0.155
10-Jul-21,234,wau38,291,73,4.366,177.865,11.337,8.459,0.24,0.256,3.634,0.146
10-Jul-21,234,wau38,291,74,4.365,177.873,11.287,8.457,0.247,0.271,3.634,0.135
10-Jul-21,234,wau38,291,75,4.365,178.06,11.32,8.453,0.224,0.274,3.634,0.12
10-Jul-21,234,wau38,291,76,4.367,177.775,11.354,8.451,0.219,0.239,3.634,0.103
10-Jul-21,234,wau38,291,77,4.367,177.907,11.285,8.447,0.252,0.264,3.555,0.093
10-Jul-21,234,wau38,291,78,4.363,177.884,11.212,8.44,0.263,0.276,3.571,0.085
10-Jul-21,234,wau38,291,79,4.365,177.7,11.179,8.44,0.219,0.285,3.634,0.071
10-Jul-21,234,wau38,291,80,4.362,177.838,11.149,8.44,0.241,0.244,3.602,0.06
10-Jul-21,234,wau38,291,81,4.363,177.863,11.222,8.438,0.237,0.258,3.555,0.053
10-Jul-21,234,wau38,291,82,4.36,177.631,11.245,8.436,0.274,0.242,3.65,0.045
10-Jul-21,234,wau38,291,83,4.356,177.688,11.162,8.433,0.274,0.242,3.587,0.044
10-Jul-21,234,wau38,291,84,4.352,177.652,11.188,8.432,0.292,0.224,3.634,0.03
10-Jul-21,234,wau38,291,85,4.353,177.577,11.232,8.428,0.281,0.205,3.634,0.025
10-Jul-21,234,wau38,291,86,4.351,177.642,11.271,8.426,0.274,0.219,3.634,0.019
10-Jul-21,234,wau38,291,87,4.348,177.631,11.333,8.425,0.208,0.21,3.634,0.011
10-Jul-21,234,wau38,291,88,4.352,177.623,11.324,8.423,0.215,0.234,3.7,0.006
10-Jul-21,234,wau38,291,89,4.351,177.613,11.303,8.42,0.219,0.194,3.634,0
10-Jul-21,234,wau38,291,90,4.353,177.52,11.276,8.419,0.219,0.205,3.397,0
10-Jul-21,234,wau38,291,91,4.353,177.652,11.215,8.418,0.265,0.22,3.621,0
10-Jul-21,234,wau38,291,92,4.351,177.538,11.225,8.415,0.225,0.237,3.555,0
10-Jul-21,234,wau38,291,93,4.351,177.573,11.199,8.414,0.241,0.223,3.571,0
10-Jul-21,234,wau38,291,94,4.348,177.565,11.099,8.412,0.247,0.211,3.555,0
10-Jul-21,234,wau38,291,95,4.349,177.544,11.078,8.411,0.241,0.21,3.523,0
10-Jul-21,234,wau38,291,96,4.347,177.513,11.102,8.411,0.233,0.211,3.594,0
10-Jul-21,234,wau38,291,97,4.346,177.575,11.197,8.408,0.247,0.201,3.634,0
10-Jul-21,234,wau38,291,98,4.352,178.085,11.226,8.405,0.222,0.189,3.67,0
10-Jul-21,234,wau38,291,99,4.355,177.714,10.944,8.401,0.234,0.172,3.692,0
10-Jul-21,234,wau38,291,100,4.357,177.803,10.713,8.397,0.227,0.146,3.7,0
10-Jul-21,234,wau38,291,101,4.366,178.019,10.549,8.392,0.241,0.147,3.609,0
12-Jul-21,234,wau30,302,1,18.613,256.457,7.884,8.839,0.287,0.233,3.302,289.453
12-Jul-21,234,wau30,302,2,18.612,256.283,7.549,8.841,0.286,0.226,3.149,255.283
12-Jul-21,234,wau30,302,3,18.579,255.898,8.008,8.845,0.28,0.225,3.026,211.546
12-Jul-21,234,wau30,302,4,18.566,255.816,8.135,8.846,0.284,0.248,3.246,187.389
12-Jul-21,234,wau30,302,5,18.567,255.715,8.205,8.847,0.294,0.241,3.183,172.307
12-Jul-21,234,wau30,302,6,18.563,255.789,8.143,8.849,0.286,0.243,3.275,158.844
12-Jul-21,234,wau30,302,7,18.563,255.751,8.135,8.848,0.263,0.256,3.127,144.078
12-Jul-21,234,wau30,302,8,18.556,255.648,8.276,8.847,0.274,0.26,3.011,130.717
12-Jul-21,234,wau30,302,9,18.549,255.608,8.287,8.847,0.288,0.271,3.19,126.572
12-Jul-21,234,wau30,302,10,18.545,255.635,8.318,8.848,0.281,0.272,3.206,119.454
12-Jul-21,234,wau30,302,11,18.541,255.639,8.063,8.848,0.271,0.262,3.073,112.147
12-Jul-21,234,wau30,302,12,18.542,255.638,7.843,8.848,0.27,0.28,3.336,103.023
12-Jul-21,234,wau30,302,13,18.538,255.609,7.911,8.848,0.24,0.279,3.167,95.703
12-Jul-21,234,wau30,302,14,18.534,255.552,8.013,8.848,0.258,0.279,2.955,90.687
12-Jul-21,234,wau30,302,15,18.518,255.511,7.96,8.849,0.251,0.275,3.136,85.348
12-Jul-21,234,wau30,302,16,18.467,255.074,7.846,8.849,0.27,0.246,3.329,80.665
12-Jul-21,234,wau30,302,17,18.193,253.093,7.984,8.857,0.296,0.258,3.381,76.367
12-Jul-21,234,wau30,302,18,17.851,252.173,8.348,8.867,0.256,0.246,3.213,70.581
12-Jul-21,234,wau30,302,19,15.761,232.959,8.556,8.91,0.219,0.251,3.002,66.161
12-Jul-21,234,wau30,302,20,13.111,232.853,9.423,8.964,0.274,0.279,3.195,58.792
12-Jul-21,234,wau30,302,21,13.079,221.289,9.718,8.976,0.301,0.296,3.318,54.874
12-Jul-21,234,wau30,302,22,11.192,221.313,10.407,8.993,0.274,0.279,3.515,48.176
12-Jul-21,234,wau30,302,23,11.478,214.75,10.956,8.988,0.279,0.296,3.476,45.823
12-Jul-21,234,wau30,302,24,11.019,218.081,11.26,9.004,0.308,0.305,3.482,41.365
12-Jul-21,234,wau30,302,25,10.002,209.35,11.707,9.018,0.324,0.312,3.397,37.401
12-Jul-21,234,wau30,302,26,10.245,212.569,11.871,9.005,0.306,0.279,3.397,34.658
12-Jul-21,234,wau30,302,27,9.552,210.574,12.097,8.96,0.286,0.292,3.498,30.323
12-Jul-21,234,wau30,302,28,9.18,203.374,12.29,8.96,0.329,0.289,3.713,27.554
12-Jul-21,234,wau30,302,29,8.868,206.719,12.342,8.966,0.311,0.358,3.612,25.066
12-Jul-21,234,wau30,302,30,8.523,205.083,12.288,8.972,0.338,0.485,3.502,22.061
12-Jul-21,234,wau30,302,31,8.74,203.267,12.283,8.938,0.354,0.617,3.641,19.654
12-Jul-21,234,wau30,302,32,8.14,201.24,12.648,8.893,0.374,0.728,3.713,17.111
12-Jul-21,234,wau30,302,33,7.985,195.674,12.727,8.868,0.42,0.775,3.687,15.204
12-Jul-21,234,wau30,302,34,7.76,198.629,12.743,8.87,0.397,0.781,3.673,13.027
12-Jul-21,234,wau30,302,35,7.414,194.15,12.768,8.86,0.406,0.777,3.621,11.35
12-Jul-21,234,wau30,302,36,7.185,195.989,12.689,8.851,0.389,0.752,3.642,9.981
12-Jul-21,234,wau30,302,37,6.957,194.732,12.425,8.838,0.36,0.751,3.703,8.529
12-Jul-21,234,wau30,302,38,7.127,193.062,12.139,8.814,0.332,0.828,3.669,7.574
12-Jul-21,234,wau30,302,39,6.9,193.521,12.176,8.788,0.365,0.88,3.619,6.762
12-Jul-21,234,wau30,302,40,6.674,192.77,12.043,8.762,0.356,0.846,3.778,5.678
12-Jul-21,234,wau30,302,41,6.608,190.723,12.099,8.746,0.356,0.88,3.63,4.902
12-Jul-21,234,wau30,302,42,6.181,188.037,12.27,8.735,0.341,0.909,3.625,4.399
12-Jul-21,234,wau30,302,43,6.034,187.329,12.199,8.726,0.356,0.969,3.65,3.736
12-Jul-21,234,wau30,302,44,6.075,188.265,12.253,8.71,0.344,0.955,3.695,3.356
12-Jul-21,234,wau30,302,45,5.717,185.229,12.276,8.684,0.356,0.918,3.752,2.89
12-Jul-21,234,wau30,302,46,5.62,186.301,12.241,8.657,0.341,0.959,3.766,2.564
12-Jul-21,234,wau30,302,47,5.365,183.84,12.204,8.64,0.347,0.999,3.713,2.218
12-Jul-21,234,wau30,302,48,5.303,184.727,12.004,8.63,0.312,0.956,3.683,2.008
12-Jul-21,234,wau30,302,49,5.163,184.334,11.881,8.613,0.292,0.988,3.66,1.733
12-Jul-21,234,wau30,302,50,5.136,182.072,11.815,8.598,0.288,0.963,3.713,1.573
12-Jul-21,234,wau30,302,51,4.913,183.073,11.802,8.57,0.296,0.727,3.666,1.384
12-Jul-21,234,wau30,302,52,4.837,180.397,11.819,8.55,0.254,0.521,3.781,1.269
12-Jul-21,234,wau30,302,53,4.818,182.705,11.654,8.532,0.264,0.38,3.893,1.151
12-Jul-21,234,wau30,302,54,4.753,179.205,11.612,8.522,0.247,0.365,3.792,1.04
12-Jul-21,234,wau30,302,55,4.625,181.118,11.613,8.513,0.274,0.35,3.679,0.954
12-Jul-21,234,wau30,302,56,4.652,179.337,11.681,8.508,0.219,0.331,3.713,0.892
12-Jul-21,234,wau30,302,57,4.585,178.802,11.628,8.5,0.219,0.331,3.871,0.82
12-Jul-21,234,wau30,302,58,4.659,180.505,11.578,8.488,0.231,0.31,3.731,0.739
12-Jul-21,234,wau30,302,59,4.63,178.759,11.542,8.488,0.24,0.302,3.713,0.69
12-Jul-21,234,wau30,302,60,4.589,180.078,11.434,8.481,0.247,0.299,3.693,0.626
12-Jul-21,234,wau30,302,61,4.627,179.006,11.418,8.479,0.274,0.256,3.673,0.593
12-Jul-21,234,wau30,302,62,4.564,179.511,11.308,8.472,0.282,0.226,3.792,0.527
12-Jul-21,234,wau30,302,63,4.674,179.451,11.308,8.47,0.257,0.239,3.674,0.495
12-Jul-21,234,wau30,302,64,4.566,178.728,11.261,8.466,0.251,0.249,3.608,0.447
12-Jul-21,234,wau30,302,65,4.549,178.91,11.179,8.463,0.253,0.268,3.733,0.414
12-Jul-21,234,wau30,302,66,4.548,178.574,11.101,8.459,0.265,0.249,3.634,0.378
12-Jul-21,234,wau30,302,67,4.55,178.787,11.017,8.455,0.247,0.259,3.69,0.342
12-Jul-21,234,wau30,302,68,4.55,178.63,11.086,8.452,0.247,0.238,3.769,0.319
12-Jul-21,234,wau30,302,69,4.541,178.398,11.054,8.45,0.247,0.217,3.792,0.289
12-Jul-21,234,wau30,302,70,4.556,179.074,11.014,8.447,0.256,0.219,3.599,0.269
12-Jul-21,234,wau30,302,71,4.566,178.355,11.062,8.444,0.212,0.197,3.772,0.236
12-Jul-21,234,wau30,302,72,4.539,178.363,11.04,8.442,0.225,0.214,3.824,0.218
12-Jul-21,234,wau30,302,73,4.533,178.43,11.101,8.44,0.247,0.213,3.792,0.194
12-Jul-21,234,wau30,302,74,4.532,178.363,11.159,8.437,0.225,0.233,3.729,0.175
12-Jul-21,234,wau30,302,75,4.529,178.316,11.163,8.436,0.247,0.205,3.871,0.159
12-Jul-21,234,wau30,302,76,4.526,178.328,11.206,8.434,0.247,0.205,3.634,0.139
12-Jul-21,234,wau30,302,77,4.527,178.367,11.261,8.433,0.256,0.22,3.766,0.128
12-Jul-21,234,wau30,302,78,4.528,178.259,11.239,8.43,0.23,0.205,3.745,0.117
12-Jul-21,234,wau30,302,79,4.526,178.305,11.098,8.429,0.247,0.2,3.752,0.101
12-Jul-21,234,wau30,302,80,4.525,178.276,11.021,8.427,0.265,0.201,3.766,0.093
12-Jul-21,234,wau30,302,81,4.523,178.236,11.018,8.424,0.219,0.171,3.871,0.091
12-Jul-21,234,wau30,302,82,4.521,178.262,11.066,8.422,0.269,0.188,3.634,0.078
12-Jul-21,234,wau30,302,83,4.532,178.495,11.148,8.42,0.227,0.181,3.65,0.071
12-Jul-21,234,wau30,302,84,4.532,178.499,10.828,8.418,0.248,0.183,3.736,0.054
12-Jul-21,234,wau30,302,85,4.552,178.621,10.423,8.414,0.233,0.179,3.704,0.049
12-Jul-21,234,wau30,302,86,4.556,178.638,10.588,8.409,0.233,0.151,3.751,0.037
12-Jul-21,234,wau30,302,87,4.557,178.624,10.654,8.404,0.235,0.152,3.738,0.031
12-Jul-21,234,wau30,302,88,4.563,178.581,10.7,8.399,0.344,0.139,3.792,0.028
12-Jul-21,234,wau23,311,1,18.676,255.953,8.32,8.851,0.247,0.16,2.449,388.537
12-Jul-21,234,wau23,311,2,18.676,255.974,8.318,8.85,0.247,0.16,3.634,361.538
12-Jul-21,234,wau23,311,3,18.676,255.996,8.395,8.851,0.237,0.198,3.16,302.527
12-Jul-21,234,wau23,311,4,18.677,255.974,8.45,8.852,0.263,0.205,3.35,262.63
12-Jul-21,234,wau23,311,5,18.679,256.071,8.354,8.852,0.24,0.208,3.357,241.768
12-Jul-21,234,wau23,311,6,18.68,256.021,8.454,8.851,0.225,0.219,3.207,216.882
12-Jul-21,234,wau23,311,7,18.679,256.015,8.442,8.849,0.258,0.223,3.049,203.61
12-Jul-21,234,wau23,311,8,18.681,256.05,8.27,8.849,0.263,0.226,3.034,191.044
12-Jul-21,234,wau23,311,9,18.67,255.996,8.338,8.849,0.238,0.262,3.203,176.239
12-Jul-21,234,wau23,311,10,18.669,255.946,8.316,8.85,0.271,0.287,3.207,163.028
12-Jul-21,234,wau23,311,11,18.659,255.909,7.957,8.85,0.264,0.3,3.441,154.798
12-Jul-21,234,wau23,311,12,18.643,255.898,7.909,8.85,0.229,0.312,3.338,143.458
12-Jul-21,234,wau23,311,13,18.639,255.854,8.049,8.85,0.256,0.323,2.853,137.218
12-Jul-21,234,wau23,311,14,18.612,255.751,7.868,8.851,0.274,0.338,3.16,128.263
12-Jul-21,234,wau23,311,15,18.598,255.726,7.994,8.852,0.288,0.336,3.255,123.523
12-Jul-21,234,wau23,311,16,18.382,255.119,8.113,8.853,0.315,0.361,3.134,113.965
12-Jul-21,234,wau23,311,17,18.089,253.327,8.237,8.861,0.281,0.356,3.15,105.829
12-Jul-21,234,wau23,311,18,15.807,240.451,8.376,8.905,0.301,0.393,3.305,96.484
12-Jul-21,234,wau23,311,19,13.49,234.204,9.017,8.953,0.301,0.474,3.634,87.053
12-Jul-21,234,wau23,311,20,11.993,224.151,9.492,8.98,0.301,0.439,3.502,78.452
12-Jul-21,234,wau23,311,21,10.841,218.886,9.489,8.989,0.329,0.422,3.397,71.212
12-Jul-21,234,wau23,311,22,10.337,215.702,9.917,8.987,0.329,0.391,3.555,64.173
12-Jul-21,234,wau23,311,23,10.068,217.787,10.757,8.976,0.356,0.382,3.634,57.213
12-Jul-21,234,wau23,311,24,9.841,211.409,11.417,8.966,0.329,0.393,3.476,51.889
12-Jul-21,234,wau23,311,25,9.699,213.416,11.512,8.955,0.329,0.425,3.442,46.046
12-Jul-21,234,wau23,311,26,9.563,209.761,11.72,8.944,0.301,0.422,3.476,41.647
12-Jul-21,234,wau23,311,27,9.341,208.26,11.625,8.93,0.329,0.49,3.792,36.686
12-Jul-21,234,wau23,311,28,9.096,212.151,11.745,8.924,0.361,0.606,3.634,32.148
12-Jul-21,234,wau23,311,29,8.833,206.016,12.059,8.94,0.356,0.667,3.634,29.017
12-Jul-21,234,wau23,311,30,8.315,207.193,12.034,8.953,0.368,0.686,3.634,25.033
12-Jul-21,234,wau23,311,31,8.279,200.882,12.026,8.939,0.334,0.711,3.413,22.276
12-Jul-21,234,wau23,311,32,7.822,197.31,12.043,8.93,0.356,0.73,3.476,19.096
12-Jul-21,234,wau23,311,33,7.615,198.382,12.24,8.914,0.356,0.819,3.621,16.648
12-Jul-21,234,wau23,311,34,7.499,196.771,12.476,8.891,0.365,0.809,3.555,14.413
12-Jul-21,234,wau23,311,35,7.361,195.427,12.34,8.862,0.384,0.809,3.555,12.588
12-Jul-21,234,wau23,311,36,7.268,196.223,12.34,8.851,0.37,0.792,3.555,10.844
12-Jul-21,234,wau23,311,37,7.256,195.569,12.511,8.843,0.338,0.798,3.66,9.607
12-Jul-21,234,wau23,311,38,7.03,192.788,12.435,8.821,0.37,0.818,3.654,8.352
12-Jul-21,234,wau23,311,39,6.86,196.02,12.278,8.802,0.36,0.847,3.747,7.214
12-Jul-21,234,wau23,311,40,6.77,191.646,12.315,8.791,0.374,0.889,3.634,6.365
12-Jul-21,234,wau23,311,41,6.623,191.65,12.155,8.781,0.378,0.93,3.634,5.462
12-Jul-21,234,wau23,311,42,6.612,191.718,12.103,8.775,0.374,0.942,3.634,4.891
12-Jul-21,234,wau23,311,43,6.583,191.098,12.035,8.768,0.384,0.963,3.7,4.167
12-Jul-21,234,wau23,311,44,6.573,191.54,11.916,8.755,0.368,1.031,3.623,3.634
12-Jul-21,234,wau23,311,45,6.363,189.856,11.935,8.727,0.4,1.24,3.713,3.111
12-Jul-21,234,wau23,311,46,6.174,189.627,11.867,8.703,0.356,1.421,3.66,2.74
12-Jul-21,234,wau23,311,47,5.972,188.883,11.964,8.69,0.329,1.215,3.611,2.404
12-Jul-21,234,wau23,311,48,5.717,186.17,12.003,8.669,0.34,1.051,3.618,2.122
12-Jul-21,234,wau23,311,49,5.393,185.186,12.043,8.64,0.329,0.832,3.673,1.859
12-Jul-21,234,wau23,311,50,5.28,186.061,12.16,8.617,0.301,0.673,3.693,1.694
12-Jul-21,234,wau23,311,51,5.196,183.062,12.008,8.598,0.301,0.693,3.515,1.526
12-Jul-21,234,wau23,311,52,5.128,185.753,11.821,8.581,0.274,0.574,3.713,1.368
12-Jul-21,234,wau23,311,53,5.087,182.959,11.844,8.568,0.258,0.539,3.589,1.279
12-Jul-21,234,wau23,311,54,5.011,182.016,11.71,8.556,0.329,0.502,3.713,1.163
12-Jul-21,234,wau23,311,55,5,183.033,11.653,8.543,0.278,0.42,3.645,1.056
12-Jul-21,234,wau23,311,56,4.973,182.077,11.619,8.535,0.26,0.405,3.673,0.979
12-Jul-21,234,wau23,311,57,4.945,181.73,11.425,8.523,0.258,0.381,3.713,0.896
12-Jul-21,234,wau23,311,58,4.94,182.234,11.346,8.516,0.262,0.355,3.713,0.829
12-Jul-21,234,wau23,311,59,4.935,181.464,11.313,8.51,0.247,0.36,3.729,0.756
12-Jul-21,234,wau23,311,60,5.027,183.52,11.085,8.501,0.233,0.348,3.832,0.696
12-Jul-21,234,wau23,311,61,4.991,181.188,10.968,8.495,0.24,0.339,3.772,0.639
12-Jul-21,234,wau23,311,62,5.093,183.487,10.979,8.486,0.237,0.304,3.727,0.593
12-Jul-21,234,wau23,311,63,5.008,180.964,11.034,8.481,0.247,0.296,3.713,0.539
12-Jul-21,234,wau23,311,64,5.05,182.955,11.045,8.474,0.236,0.284,3.666,0.491
12-Jul-21,234,wau23,311,65,4.987,180.784,11.094,8.471,0.206,0.265,3.772,0.449
12-Jul-21,234,wau23,311,66,4.917,180.794,11.066,8.468,0.247,0.274,3.713,0.411
12-Jul-21,234,wau23,311,67,4.901,181.068,11.133,8.463,0.219,0.27,3.724,0.384
12-Jul-21,234,wau23,311,68,4.901,180.762,11.16,8.461,0.226,0.262,3.871,0.358
12-Jul-21,234,wau23,311,69,4.899,180.69,11.064,8.458,0.24,0.262,3.673,0.327
12-Jul-21,234,wau23,311,70,4.944,181.55,10.944,8.451,0.239,0.256,3.773,0.296
12-Jul-21,234,wau23,311,71,4.94,181.405,10.753,8.446,0.242,0.237,3.727,0.281
12-Jul-21,234,wau23,311,72,4.965,181.919,10.695,8.439,0.222,0.251,3.641,0.249
12-Jul-21,234,wau23,311,73,5.004,180.933,10.684,8.43,0.237,0.255,3.687,0.232
12-Jul-21,234,wau23,311,74,5.027,181.685,10.629,8.429,0.23,0.246,3.64,0.213
12-Jul-21,234,wau23,311,75,4.984,180.992,10.782,8.421,0.225,0.202,3.697,0.189
12-Jul-21,234,wau23,311,76,4.966,181.103,10.922,8.411,3.284,0.286,4.094,0.176
12-Jul-21,234,wau17,320,1,18.605,257.892,8.083,8.866,0.292,0.167,3.292,463.8
12-Jul-21,234,wau17,320,2,18.612,258.003,7.952,8.865,0.274,0.16,3.397,453.81
12-Jul-21,234,wau17,320,3,18.621,258.008,8.015,8.866,0.329,0.171,3.239,391.013
12-Jul-21,234,wau17,320,4,18.624,258.032,8.327,8.864,0.311,0.186,3.239,328.363
12-Jul-21,234,wau17,320,5,18.624,258.012,8.377,8.863,0.279,0.194,3.302,312.668
12-Jul-21,234,wau17,320,6,18.625,258.047,8.411,8.865,0.274,0.171,3.081,273.382
12-Jul-21,234,wau17,320,7,18.623,258.061,8.621,8.864,0.295,0.214,3.022,247.282
12-Jul-21,234,wau17,320,8,18.616,257.984,8.663,8.864,0.283,0.258,3.213,237.552
12-Jul-21,234,wau17,320,9,18.605,257.974,8.462,8.864,0.295,0.282,2.962,217.308
12-Jul-21,234,wau17,320,10,18.594,257.873,8.518,8.864,0.281,0.302,2.903,202.775
12-Jul-21,234,wau17,320,11,18.583,257.81,8.542,8.867,0.292,0.346,2.923,192.75
12-Jul-21,234,wau17,320,12,18.565,257.692,8.335,8.865,0.301,0.348,3.101,179.782
12-Jul-21,234,wau17,320,13,18.554,257.649,8.337,8.866,0.281,0.342,3.338,167.822
12-Jul-21,234,wau17,320,14,18.542,257.526,8.447,8.866,0.256,0.334,3.239,157.93
12-Jul-21,234,wau17,320,15,18.523,257.454,8.326,8.864,0.267,0.339,2.982,145.84
12-Jul-21,234,wau17,320,16,18.507,257.338,8.392,8.864,0.274,0.342,3.042,135.683
12-Jul-21,234,wau17,320,17,18.491,257.242,8.5,8.864,0.307,0.369,3.255,127.002
12-Jul-21,234,wau17,320,18,18.398,256.583,8.516,8.866,0.279,0.394,3.223,119.648
12-Jul-21,234,wau17,320,19,16.82,245.405,8.855,8.886,0.296,0.399,3.207,106.878
12-Jul-21,234,wau17,320,20,14.518,234.932,9.353,8.909,0.308,0.399,3.18,95.84
12-Jul-21,234,wau17,320,21,12.853,227.57,9.687,8.907,0.367,0.365,3.255,87.358
