Date,Port,Transect,Serial,Depth_m,Temp_C,Cond_uS_cm,Oxy_mg_L,pH,Turbidity_NTU,Fluor_relative,CDOM_mg_3,PAR_uEinsteins_m2
18-Jul-21,240,pw8,503,45,6.028,191.079,12.08,8.819,0.247,0.228,3.397,4.41
18-Jul-21,240,pw8,503,46,5.933,190.25,12.058,8.806,0.247,0.228,3.792,4.08
18-Jul-21,240,pw8,503,47,5.889,189.458,11.897,8.795,0.269,0.21,3.729,3.735
18-Jul-21,240,pw8,503,48,5.85,189.168,11.802,8.785,0.253,0.231,3.654,3.413
18-Jul-21,240,pw8,503,49,5.828,188.991,11.743,8.778,0.269,0.203,3.76,3.171
18-Jul-21,240,pw8,503,50,5.82,188.476,11.661,8.772,0.274,0.211,3.555,2.902
18-Jul-21,240,pw8,503,51,5.804,188.523,11.61,8.764,0.258,0.217,3.571,2.673
18-Jul-21,240,pw8,503,52,5.797,188.056,11.584,8.76,0.247,0.207,3.571,2.464
18-Jul-21,240,pw8,503,53,5.793,187.755,11.531,8.755,0.247,0.205,3.674,2.263
18-Jul-21,240,pw8,503,54,5.78,187.71,11.514,8.75,0.23,0.219,3.713,2.091
18-Jul-21,240,pw8,503,55,5.762,187.466,11.51,8.744,0.247,0.234,3.752,1.937
18-Jul-21,240,pw8,503,56,5.746,187.027,11.469,8.739,0.26,0.222,3.752,1.8
18-Jul-21,240,pw8,503,57,5.727,186.955,11.441,8.733,0.269,0.205,3.65,1.658
18-Jul-21,240,pw8,503,58,5.7,187.139,11.471,8.726,0.279,0.192,3.587,1.547
18-Jul-21,240,pw8,503,59,5.782,192.673,11.426,8.72,0.26,0.171,3.713,1.466
18-Jul-21,240,pw12,512,1,19.409,260.925,7.623,9.05,0.392,0.114,3.202,1089.175
18-Jul-21,240,pw12,512,2,19.373,259.63,7.864,9.04,0.349,0.108,3.259,484.322
18-Jul-21,240,pw12,512,3,19.233,258.989,8.363,9.039,0.323,0.121,3.128,287.37
18-Jul-21,240,pw12,512,4,18.983,257.363,8.574,9.043,0.334,0.153,2.812,239.578
18-Jul-21,240,pw12,512,5,18.803,256.469,8.712,9.045,0.356,0.197,3.456,214.305
18-Jul-21,240,pw12,512,6,18.72,256.217,8.857,9.046,0.307,0.233,3.476,191.196
18-Jul-21,240,pw12,512,7,18.677,255.919,8.818,9.046,0.288,0.256,3.081,178.485
18-Jul-21,240,pw12,512,8,18.646,255.673,8.806,9.046,0.312,0.271,3.002,167.478
18-Jul-21,240,pw12,512,9,18.602,255.384,8.893,9.048,0.301,0.302,3.16,160.483
18-Jul-21,240,pw12,512,10,18.431,254.001,8.922,9.053,0.318,0.342,3.144,155.348
18-Jul-21,240,pw12,512,11,17.893,250.372,8.918,9.06,0.39,0.39,3.278,146.958
18-Jul-21,240,pw12,512,12,17.366,248.626,9.079,9.057,0.406,0.44,3.413,140.83
18-Jul-21,240,pw12,512,13,16.987,246.914,9.143,9.052,0.373,0.458,3.318,139.164
18-Jul-21,240,pw12,512,14,16.686,244.87,9.112,9.047,0.356,0.447,3.061,137.218
18-Jul-21,240,pw12,512,15,16.462,243.677,9.223,9.046,0.356,0.456,3.002,134.465
18-Jul-21,240,pw12,512,16,16.136,242.131,9.385,9.047,0.373,0.467,3.286,134.038
18-Jul-21,240,pw12,512,17,15.89,240.553,9.436,9.034,0.329,0.47,3.476,131.676
18-Jul-21,240,pw12,512,18,15.782,239.853,9.45,9.021,0.329,0.479,3.476,132.898
18-Jul-21,240,pw12,512,19,15.689,239.564,9.526,9.009,0.301,0.467,3.476,124.584
18-Jul-21,240,pw12,512,20,15.603,238.805,9.438,9,0.329,0.502,3.318,119.407
18-Jul-21,240,pw12,512,21,15.461,238.032,9.405,8.988,0.329,0.502,3.555,105.53
18-Jul-21,240,pw12,512,22,15.331,237.506,9.487,8.979,0.329,0.581,3.634,96.811
18-Jul-21,240,pw12,512,23,15.257,236.911,9.406,8.975,0.301,0.536,3.634,86.499
18-Jul-21,240,pw12,512,24,15.152,236.286,9.394,8.971,0.329,0.536,3.555,78.463
18-Jul-21,240,pw12,512,25,14.995,235.505,9.461,8.969,0.301,0.559,3.555,69.14
18-Jul-21,240,pw12,512,26,14.825,233.985,9.43,8.966,0.329,0.536,3.555,62.02
18-Jul-21,240,pw12,512,27,14.604,232.858,9.475,8.961,0.308,0.536,3.555,55.487
18-Jul-21,240,pw12,512,28,14.325,231.933,9.576,8.956,0.345,0.518,3.492,48.819
18-Jul-21,240,pw12,512,29,14.129,230.401,9.52,8.96,0.336,0.504,3.535,43.943
18-Jul-21,240,pw12,512,30,13.658,228.049,9.559,8.957,0.345,0.481,3.602,38.876
18-Jul-21,240,pw12,512,31,12.715,222.817,9.816,8.97,0.356,0.502,3.752,34.489
18-Jul-21,240,pw12,512,32,11.229,214.715,10.126,9.023,0.356,0.499,3.697,30.802
18-Jul-21,240,pw12,512,33,9.909,209.612,10.471,9.066,0.329,0.45,3.436,27.651
18-Jul-21,240,pw12,512,34,9.207,206.008,10.742,9.087,0.301,0.406,3.334,24.801
18-Jul-21,240,pw12,512,35,8.699,203.449,10.988,9.102,0.329,0.428,3.516,22.343
18-Jul-21,240,pw12,512,36,8.183,200.761,11.506,9.105,0.334,0.502,3.555,19.879
18-Jul-21,240,pw12,512,37,7.752,198.45,11.964,9.096,0.308,0.598,3.575,17.622
18-Jul-21,240,pw12,512,38,7.423,196.993,12.363,9.076,0.34,0.691,3.634,15.72
18-Jul-21,240,pw12,512,39,7.209,195.738,12.619,9.06,0.356,0.727,3.673,13.896
18-Jul-21,240,pw12,512,40,7.031,194.835,12.653,9.039,0.29,0.759,3.745,12.206
18-Jul-21,240,pw12,512,41,6.864,193.725,12.78,9.023,0.356,0.787,3.555,10.917
18-Jul-21,240,pw12,512,42,6.692,192.486,12.847,9.006,0.301,0.878,3.634,9.534
18-Jul-21,240,pw12,512,43,6.548,192.096,12.896,8.992,0.301,0.923,3.634,8.375
18-Jul-21,240,pw12,512,44,6.417,190.963,12.911,8.976,0.329,1.015,3.634,7.471
18-Jul-21,240,pw12,512,45,6.342,190.156,12.806,8.963,0.329,1.026,3.555,6.501
18-Jul-21,240,pw12,512,46,6.276,189.965,12.767,8.951,0.329,0.999,3.555,5.719
18-Jul-21,240,pw12,512,47,6.199,189.492,12.772,8.931,0.301,0.946,3.792,5.065
18-Jul-21,240,pw12,512,48,6.092,188.748,12.729,8.903,0.279,0.919,3.602,4.477
18-Jul-21,240,pw12,512,49,6.008,188.562,12.671,8.875,0.253,0.801,3.555,4.013
18-Jul-21,240,pw12,512,50,5.969,188.391,12.629,8.852,0.247,0.689,3.697,3.616
18-Jul-21,240,pw12,512,51,5.92,188.036,12.544,8.829,0.267,0.57,3.851,3.27
18-Jul-21,240,pw12,512,52,5.879,187.727,12.417,8.812,0.274,0.486,3.824,2.986
18-Jul-21,240,pw12,512,53,5.826,187.531,12.298,8.795,0.26,0.433,3.673,2.697
18-Jul-21,240,pw12,512,54,5.798,187.404,12.18,8.784,0.263,0.415,3.697,2.476
18-Jul-21,240,pw12,512,55,5.777,187.07,12.039,8.772,0.258,0.424,3.745,2.245
18-Jul-21,240,pw12,512,56,5.753,186.796,11.891,8.762,0.274,0.405,3.752,2.042
18-Jul-21,240,pw12,512,57,5.739,186.803,11.785,8.752,0.288,0.379,3.752,1.889
18-Jul-21,240,pw12,512,58,5.724,186.632,11.715,8.747,0.247,0.374,3.602,1.72
18-Jul-21,240,pw12,512,59,5.708,186.342,11.627,8.742,0.247,0.365,3.594,1.574
18-Jul-21,240,pw12,512,60,5.654,185.974,11.586,8.743,0.252,0.42,3.713,1.441
18-Jul-21,240,pw12,512,61,5.582,185.534,11.558,8.739,0.267,0.496,3.674,1.307
18-Jul-21,240,pw12,512,62,5.53,185.294,11.502,8.734,0.247,0.458,3.555,1.189
18-Jul-21,240,pw12,512,63,5.492,184.958,11.479,8.726,0.247,0.376,3.555,1.082
18-Jul-21,240,pw12,512,64,5.454,184.604,11.481,8.721,0.247,0.353,3.792,0.998
18-Jul-21,240,pw12,512,65,5.408,184.48,11.494,8.713,0.225,0.299,3.602,0.912
18-Jul-21,240,pw12,512,66,5.363,184.179,11.51,8.704,0.219,0.251,3.713,0.831
18-Jul-21,240,pw12,512,67,5.317,183.84,11.485,8.697,0.219,0.268,3.654,0.769
18-Jul-21,240,pw12,512,68,5.29,183.689,11.457,8.691,0.233,0.274,3.555,0.706
18-Jul-21,240,pw12,512,69,5.269,183.617,11.463,8.687,0.233,0.274,3.555,0.662
18-Jul-21,240,pw12,512,70,5.247,183.437,11.453,8.68,0.23,0.26,3.697,0.598
18-Jul-21,240,pw12,512,71,5.216,183.22,11.425,8.676,0.233,0.237,3.733,0.547
18-Jul-21,240,pw12,512,72,5.195,183.04,11.396,8.669,0.192,0.228,3.555,0.5
18-Jul-21,240,pw12,512,73,5.166,182.889,11.391,8.666,0.274,0.239,3.871,0.457
18-Jul-21,240,pw12,512,74,5.12,182.601,11.38,8.659,0.274,0.217,3.634,0.423
18-Jul-21,240,pw12,512,75,4.997,181.897,11.394,8.652,0.23,0.198,3.634,0.388
18-Jul-21,240,pw12,512,76,4.901,181.476,11.378,8.646,0.24,0.194,3.634,0.354
18-Jul-21,240,pw12,512,77,4.868,181.289,11.352,8.639,0.219,0.194,3.673,0.326
18-Jul-21,240,pw12,512,78,4.852,181.231,11.331,8.635,0.206,0.171,3.713,0.303
18-Jul-21,240,pw12,512,79,4.843,181.145,11.312,8.63,0.212,0.148,3.693,0.279
18-Jul-21,240,pw12,512,80,4.835,180.957,11.27,8.626,0.192,0.148,3.634,0.257
18-Jul-21,240,pw12,512,81,4.824,180.914,11.252,8.622,0.247,0.148,3.713,0.233
18-Jul-21,240,pw12,512,82,4.817,180.929,11.26,8.619,0.192,0.148,3.713,0.211
18-Jul-21,240,pw12,512,83,4.807,180.763,11.257,8.614,0.219,0.148,3.792,0.19
18-Jul-21,240,pw12,512,84,4.788,180.611,11.242,8.61,0.219,0.123,3.733,0.178
18-Jul-21,240,pw12,512,85,4.775,180.59,11.225,8.604,0.206,0.108,3.673,0.157
18-Jul-21,240,pw12,512,86,4.767,180.597,11.227,8.596,0.219,0.108,3.634,0.148
18-Jul-21,240,pw12,512,87,4.76,180.453,11.212,8.599,0.24,0.111,3.634,0.133
18-Jul-21,240,pw12,512,88,4.749,180.41,11.191,8.595,0.219,0.103,3.634,0.119
18-Jul-21,240,pw12,512,89,4.74,180.352,11.178,8.591,0.247,0.091,3.713,0.11
18-Jul-21,240,pw12,512,90,4.771,181.243,11.159,8.586,0.247,0.103,3.91,0.1
18-Jul-21,240,pw17,520,1,19.283,259.937,7.521,8.935,0.274,0.042,3.107,1244.067
18-Jul-21,240,pw17,520,2,19.325,259.876,7.703,8.935,0.274,0.063,3.357,1301.85
18-Jul-21,240,pw17,520,3,19.31,259.632,8.098,8.937,0.263,0.08,3.018,1013.472
18-Jul-21,240,pw17,520,4,19.256,259.392,8.336,8.934,0.219,0.08,3.081,782.06
18-Jul-21,240,pw17,520,5,19.235,259.227,8.477,8.936,0.274,0.114,2.607,707.154
18-Jul-21,240,pw17,520,6,19.158,258.726,8.523,8.939,0.274,0.137,2.765,589.975
18-Jul-21,240,pw17,520,7,19.031,258.104,8.58,8.94,0.247,0.137,2.923,546.23
18-Jul-21,240,pw17,520,8,18.952,257.75,8.579,8.944,0.274,0.148,3.16,465.485
18-Jul-21,240,pw17,520,9,18.871,257.185,8.594,8.945,0.274,0.174,2.864,459.395
18-Jul-21,240,pw17,520,10,18.707,256.093,8.627,8.953,0.233,0.191,2.765,350.285
18-Jul-21,240,pw17,520,11,18.46,254.661,8.69,8.962,0.236,0.194,2.67,340.062
18-Jul-21,240,pw17,520,12,18.245,253.46,8.71,8.967,0.247,0.2,2.686,262.353
18-Jul-21,240,pw17,520,13,18.148,253.005,8.708,8.974,0.26,0.211,2.785,229.977
18-Jul-21,240,pw17,520,14,17.969,251.623,8.786,8.985,0.301,0.233,3.002,207.898
18-Jul-21,240,pw17,520,15,17.55,249.078,8.905,8.999,0.288,0.245,3.219,185.438
18-Jul-21,240,pw17,520,16,17.278,247.885,9.028,9.008,0.247,0.262,3.16,176.923
18-Jul-21,240,pw17,520,17,16.797,244.826,9.153,9.028,0.301,0.328,3.476,158.034
18-Jul-21,240,pw17,520,18,16.146,240.973,9.274,9.035,0.301,0.319,3.476,144.76
18-Jul-21,240,pw17,520,19,15.747,239.542,9.432,9.034,0.301,0.365,3.318,131.692
18-Jul-21,240,pw17,520,20,15.358,237.656,9.624,9.031,0.301,0.356,3.192,123.704
18-Jul-21,240,pw17,520,21,14.448,230.972,9.865,9.024,0.322,0.379,3.456,114.447
18-Jul-21,240,pw17,520,22,12.723,222.289,10.374,9.039,0.308,0.353,3.318,104.282
18-Jul-21,240,pw17,520,23,11.47,217.495,10.786,9.047,0.315,0.359,3.436,96.788
18-Jul-21,240,pw17,520,24,10.729,213.986,11.042,9.049,0.329,0.382,3.614,88.903
18-Jul-21,240,pw17,520,25,10.091,210.03,11.214,9.052,0.329,0.385,3.555,82.445
18-Jul-21,240,pw17,520,26,9.334,206.291,11.604,9.051,0.329,0.331,3.587,74.58
18-Jul-21,240,pw17,520,27,8.785,203.911,12.068,9.053,0.329,0.285,3.713,68.167
18-Jul-21,240,pw17,520,28,8.417,201.797,12.27,9.061,0.274,0.331,3.239,62.344
18-Jul-21,240,pw17,520,29,8.13,200.318,12.424,9.076,0.315,0.373,3.594,55.992
18-Jul-21,240,pw17,520,30,7.856,198.767,12.605,9.078,0.329,0.43,3.713,50.845
18-Jul-21,240,pw17,520,31,7.568,196.964,12.757,9.076,0.329,0.462,3.634,45.864
18-Jul-21,240,pw17,520,32,7.326,195.636,12.907,9.069,0.329,0.496,3.594,40.906
18-Jul-21,240,pw17,520,33,7.153,194.684,12.988,9.057,0.329,0.547,3.713,36.28
18-Jul-21,240,pw17,520,34,6.998,193.711,13.08,9.047,0.384,0.57,3.713,32.682
18-Jul-21,240,pw17,520,35,6.866,192.917,13.146,9.035,0.329,0.559,3.634,29.114
18-Jul-21,240,pw17,520,36,6.758,192.276,13.166,9.021,0.288,0.542,3.515,25.892
18-Jul-21,240,pw17,520,37,6.671,191.735,13.166,9.008,0.288,0.553,3.476,23.187
18-Jul-21,240,pw17,520,38,6.594,191.216,13.146,8.992,0.301,0.598,3.357,20.722
18-Jul-21,240,pw17,520,39,6.528,190.74,13.098,8.977,0.308,0.644,3.338,18.351
18-Jul-21,240,pw17,520,40,6.465,190.329,13.064,8.966,0.329,0.695,3.634,16.37
18-Jul-21,240,pw17,520,41,6.4,189.831,12.995,8.953,0.301,0.65,3.555,14.626
18-Jul-21,240,pw17,520,42,6.321,189.435,12.956,8.939,0.281,0.761,3.614,12.964
18-Jul-21,240,pw17,520,43,6.24,189.052,12.942,8.923,0.274,0.952,3.575,11.463
18-Jul-21,240,pw17,520,44,6.177,188.555,12.902,8.908,0.274,0.958,3.555,10.249
18-Jul-21,240,pw17,520,45,6.122,188.194,12.832,8.893,0.288,0.903,3.594,9.079
18-Jul-21,240,pw17,520,46,6.081,187.935,12.761,8.883,0.329,0.878,3.713,8.083
18-Jul-21,240,pw17,520,47,6.029,187.574,12.675,8.87,0.329,0.912,3.792,7.26
18-Jul-21,240,pw17,520,48,5.966,187.142,12.587,8.861,0.301,0.889,3.634,6.439
18-Jul-21,240,pw17,520,49,5.885,186.716,12.53,8.847,0.322,0.932,3.575,5.713
18-Jul-21,240,pw17,520,50,5.803,186.298,12.492,8.833,0.315,0.946,3.476,5.165
18-Jul-21,240,pw17,520,51,5.725,185.952,12.446,8.827,0.301,0.969,3.515,4.614
18-Jul-21,240,pw17,520,52,5.663,185.606,12.406,8.821,0.295,0.989,3.614,4.123
18-Jul-21,240,pw17,520,53,5.581,184.986,12.349,8.812,0.274,0.98,3.555,3.713
18-Jul-21,240,pw17,520,54,5.404,183.955,12.346,8.801,0.274,0.98,3.555,3.345
18-Jul-21,240,pw17,520,55,5.214,183.148,12.36,8.79,0.274,0.886,3.614,3.032
18-Jul-21,240,pw17,520,56,5.088,182.514,12.343,8.781,0.295,0.744,3.693,2.759
18-Jul-21,240,pw17,520,57,4.98,181.887,12.316,8.774,0.26,0.678,3.713,2.507
18-Jul-21,240,pw17,520,58,4.856,181.209,12.293,8.76,0.219,0.624,3.693,2.274
18-Jul-21,240,pw17,520,59,4.639,180.135,12.317,8.739,0.219,0.547,3.634,2.087
18-Jul-21,240,pw17,520,60,4.478,179.48,12.326,8.718,0.219,0.456,3.634,1.923
18-Jul-21,240,pw17,520,61,4.413,179.148,12.283,8.703,0.274,0.365,3.792,1.762
18-Jul-21,240,pw17,520,62,4.378,178.961,12.212,8.694,0.253,0.348,3.733,1.622
18-Jul-21,240,pw17,520,63,4.359,178.802,12.133,8.689,0.247,0.331,3.752,1.503
18-Jul-21,240,pw17,520,64,4.341,178.66,12.056,8.68,0.265,0.285,3.739,1.394
18-Jul-21,240,pw17,520,65,4.326,178.463,11.962,8.679,0.301,0.217,3.634,1.299
18-Jul-21,240,pw17,520,66,4.32,178.355,11.874,8.674,0.219,0.205,3.713,1.212
18-Jul-21,240,pw17,520,67,4.316,178.348,11.805,8.665,0.26,0.205,3.713,1.105
18-Jul-21,240,pw17,520,68,4.311,178.254,11.773,8.665,0.247,0.2,3.673,1.024
18-Jul-21,240,pw17,520,69,4.31,178.142,11.733,8.657,0.21,0.198,3.581,0.97
18-Jul-21,240,pw17,520,70,4.31,178.06,11.699,8.656,0.192,0.205,3.476,0.902
18-Jul-21,240,pw17,520,71,4.307,178.06,11.672,8.651,0.274,0.251,3.713,0.819
18-Jul-21,240,pw17,520,72,4.303,177.952,11.65,8.649,0.253,0.208,3.713,0.749
18-Jul-21,240,pw17,520,73,4.302,177.93,11.618,8.647,0.228,0.217,3.66,0.703
18-Jul-21,240,pw17,520,74,4.301,177.844,11.591,8.643,0.233,0.222,3.614,0.659
18-Jul-21,240,pw17,520,75,4.299,177.815,11.555,8.641,0.274,0.205,3.555,0.602
18-Jul-21,240,pw17,520,76,4.297,177.772,11.544,8.64,0.219,0.205,3.476,0.554
18-Jul-21,240,pw17,520,77,4.295,177.757,11.536,8.636,0.26,0.188,3.594,0.506
18-Jul-21,240,pw17,520,78,4.295,177.68,11.528,8.636,0.256,0.175,3.581,0.469
18-Jul-21,240,pw17,520,79,4.293,177.642,11.513,8.631,0.247,0.168,3.594,0.435
18-Jul-21,240,pw17,520,80,4.291,177.671,11.507,8.629,0.247,0.16,3.713,0.403
18-Jul-21,240,pw17,520,81,4.288,177.584,11.499,8.627,0.247,0.148,3.634,0.373
18-Jul-21,240,pw17,520,82,4.288,177.556,11.482,8.626,0.274,0.16,3.634,0.345
18-Jul-21,240,pw17,520,83,4.287,177.527,11.455,8.623,0.256,0.152,3.687,0.32
18-Jul-21,240,pw17,520,84,4.286,177.498,11.46,8.621,0.24,0.143,3.733,0.287
18-Jul-21,240,pw17,520,85,4.284,177.476,11.46,8.618,0.219,0.125,3.792,0.261
18-Jul-21,240,pw17,520,86,4.283,177.476,11.463,8.617,0.247,0.16,3.634,0.238
18-Jul-21,240,pw17,520,87,4.281,177.431,11.458,8.614,0.247,0.182,3.792,0.219
18-Jul-21,240,pw17,520,88,4.281,177.404,11.449,8.613,0.247,0.148,3.792,0.194
18-Jul-21,240,pw17,520,89,4.28,177.373,11.452,8.611,0.247,0.114,3.792,0.175
18-Jul-21,240,pw17,520,90,4.28,177.347,11.434,8.61,0.247,0.137,3.713,0.162
18-Jul-21,240,pw17,520,91,4.278,177.34,11.44,8.606,0.247,0.137,3.891,0.144
18-Jul-21,240,pw17,520,92,4.277,177.332,11.437,8.606,0.247,0.145,3.832,0.127
18-Jul-21,240,pw17,520,93,4.277,177.296,11.423,8.602,0.247,0.133,3.792,0.115
18-Jul-21,240,pw17,520,94,4.276,177.275,11.427,8.601,0.247,0.103,3.792,0.104
18-Jul-21,240,pw17,520,95,4.274,177.318,11.439,8.598,0.274,0.148,3.871,0.091
18-Jul-21,240,pw17,520,96,4.274,177.287,11.441,8.596,0.247,0.125,3.634,0.086
18-Jul-21,240,pw17,520,97,4.274,177.275,11.442,8.596,0.247,0.125,3.713,0.067
18-Jul-21,240,pw17,520,98,4.274,177.246,11.447,8.596,0.24,0.125,3.832,0.053
18-Jul-21,240,pw17,520,99,4.273,177.239,11.443,8.594,0.219,0.125,3.95,0.048
18-Jul-21,240,pw17,520,100,4.272,177.217,11.443,8.593,0.24,0.125,3.772,0.041
18-Jul-21,240,pw17,520,101,4.272,177.196,11.426,8.592,0.267,0.125,3.772,0.035
18-Jul-21,240,pw17,520,102,4.272,177.21,11.401,8.59,0.274,0.125,3.766,0.029
18-Jul-21,240,pw17,520,103,4.269,177.174,11.397,8.586,0.274,0.125,3.713,0.015
18-Jul-21,240,pw17,520,104,4.267,177.203,11.399,8.578,0.274,0.125,3.792,0.004
18-Jul-21,240,pw17,520,105,4.266,177.191,11.399,8.582,0.274,0.125,3.713,0.001
18-Jul-21,240,pw17,520,106,4.267,177.181,11.402,8.582,0.274,0.12,3.713,0
18-Jul-21,240,pw17,520,107,4.265,177.181,11.403,8.582,0.281,0.117,3.733,0
18-Jul-21,240,pw17,520,108,4.264,177.143,11.412,8.58,0.301,0.125,3.792,0
18-Jul-21,240,pw17,520,109,4.262,177.152,11.402,8.58,0.301,0.125,3.851,0
18-Jul-21,240,pw17,520,110,4.26,177.124,11.408,8.576,0.281,0.125,3.812,0
18-Jul-21,240,pw17,520,111,4.259,177.124,11.409,8.575,0.265,0.118,3.739,0
18-Jul-21,240,pw17,520,112,4.259,177.095,11.41,8.578,0.247,0.103,3.634,0
18-Jul-21,240,pw17,520,113,4.257,177.109,11.404,8.574,0.247,0.103,3.555,0
18-Jul-21,240,pw17,520,114,4.255,177.066,11.406,8.572,0.301,0.125,3.634,0
18-Jul-21,240,pw17,520,115,4.252,177.052,11.408,8.571,0.301,0.12,3.713,0
18-Jul-21,240,pw17,520,116,4.25,177.047,11.399,8.571,0.301,0.114,3.792,0
18-Jul-21,240,pw17,520,117,4.25,177.052,11.399,8.569,0.329,0.137,3.634,0
18-Jul-21,240,pw17,520,118,4.249,177.023,11.406,8.57,0.308,0.12,3.634,0
18-Jul-21,240,pw17,520,119,4.256,177.239,11.389,8.556,0.344,0.14,3.758,0
19-Jul-21,240,pw23,531,1,19.493,262.865,6.775,9,0.411,0.194,3.239,320.285
19-Jul-21,240,pw23,531,2,19.536,262.949,7.307,8.995,0.362,0.187,3.097,272.692
19-Jul-21,240,pw23,531,3,19.562,263.018,7.939,8.991,0.345,0.203,3.049,232.414
19-Jul-21,240,pw23,531,4,19.561,262.988,8.177,8.995,0.315,0.234,3.14,207.017
19-Jul-21,240,pw23,531,5,19.553,262.972,8.345,8.998,0.301,0.233,3.065,192.482
19-Jul-21,240,pw23,531,6,19.528,262.781,8.319,8.998,0.301,0.228,3.192,189.056
19-Jul-21,240,pw23,531,7,19.478,262.474,8.294,9.002,0.301,0.264,3.002,187.368
19-Jul-21,240,pw23,531,8,19.294,261.207,8.433,9.006,0.301,0.255,2.923,208.554
19-Jul-21,240,pw23,531,9,19.106,260.043,8.549,9.011,0.301,0.285,3.101,217.575
19-Jul-21,240,pw23,531,10,18.948,258.99,8.64,9.015,0.285,0.31,3.065,206.324
19-Jul-21,240,pw23,531,11,18.838,258.527,8.701,9.016,0.274,0.292,3.065,190.836
19-Jul-21,240,pw23,531,12,18.779,258.035,8.639,9.017,0.274,0.331,2.891,180.008
19-Jul-21,240,pw23,531,13,18.704,257.497,8.62,9.021,0.295,0.359,3.14,166.81
19-Jul-21,240,pw23,531,14,18.581,256.611,8.718,9.02,0.301,0.344,2.955,155.442
19-Jul-21,240,pw23,531,15,18.423,255.356,8.765,9.02,0.301,0.349,3.271,141.52
19-Jul-21,240,pw23,531,16,18.188,254.03,8.865,9.026,0.258,0.344,2.765,127.446
19-Jul-21,240,pw23,531,17,17.456,249.118,8.977,9.037,0.269,0.351,2.797,116.082
19-Jul-21,240,pw23,531,18,16.442,243.576,9.079,9.052,0.301,0.365,3.239,106.805
19-Jul-21,240,pw23,531,19,14.827,235.002,9.417,9.067,0.323,0.41,3.492,97.146
19-Jul-21,240,pw23,531,20,12.186,221.052,10.023,9.103,0.329,0.404,3.618,87.048
19-Jul-21,240,pw23,531,21,9.881,210.852,10.603,9.142,0.351,0.399,3.444,78.052
19-Jul-21,240,pw23,531,22,8.655,206.857,11.202,9.16,0.329,0.399,3.318,68.893
19-Jul-21,240,pw23,531,23,8.159,203.413,11.565,9.164,0.301,0.41,3.713,61.098
19-Jul-21,240,pw23,531,24,7.86,201.494,11.814,9.159,0.323,0.456,3.587,54.681
19-Jul-21,240,pw23,531,25,7.604,200.086,12.276,9.146,0.411,0.524,3.397,47.48
19-Jul-21,240,pw23,531,26,7.427,198.274,12.514,9.132,0.356,0.593,3.713,41.119
19-Jul-21,240,pw23,531,27,7.279,197.05,12.625,9.12,0.301,0.673,3.476,36.219
19-Jul-21,240,pw23,531,28,7.179,196.531,12.823,9.105,0.323,0.7,3.602,31.613
19-Jul-21,240,pw23,531,29,7.068,195.261,12.955,9.097,0.356,0.73,3.555,27.328
19-Jul-21,240,pw23,531,30,6.954,194.725,12.947,9.085,0.301,0.718,3.555,23.617
19-Jul-21,240,pw23,531,31,6.863,193.784,12.961,9.079,0.329,0.673,3.555,20.422
19-Jul-21,240,pw23,531,32,6.76,192.788,12.919,9.073,0.301,0.787,3.792,17.835
19-Jul-21,240,pw23,531,33,6.654,192.486,12.942,9.072,0.301,0.889,3.555,15.47
19-Jul-21,240,pw23,531,34,6.548,191.65,12.946,9.069,0.301,0.855,3.634,13.4
19-Jul-21,240,pw23,531,35,6.425,190.631,12.885,9.06,0.356,0.98,3.476,11.68
19-Jul-21,240,pw23,531,36,6.263,189.965,12.879,9.047,0.329,1.208,3.476,10.07
19-Jul-21,240,pw23,531,37,6.098,189.146,12.891,9.028,0.329,1.334,3.634,8.634
19-Jul-21,240,pw23,531,38,5.97,188.317,12.893,9.01,0.356,1.391,3.555,7.478
19-Jul-21,240,pw23,531,39,5.812,187.716,12.922,8.991,0.334,1.418,3.618,6.454
19-Jul-21,240,pw23,531,40,5.638,186.533,12.936,8.978,0.329,1.436,3.555,5.585
19-Jul-21,240,pw23,531,41,5.471,185.743,12.873,8.965,0.356,1.425,3.713,4.762
19-Jul-21,240,pw23,531,42,5.296,184.89,12.827,8.953,0.329,1.379,3.713,4.135
19-Jul-21,240,pw23,531,43,5.094,183.559,12.797,8.945,0.301,1.368,3.713,3.659
19-Jul-21,240,pw23,531,44,4.949,183.038,12.738,8.935,0.301,1.334,3.555,3.194
19-Jul-21,240,pw23,531,45,4.861,182.479,12.7,8.924,0.301,1.357,3.792,2.792
19-Jul-21,240,pw23,531,46,4.792,181.931,12.642,8.916,0.279,1.343,3.855,2.414
19-Jul-21,240,pw23,531,47,4.704,181.459,12.603,8.905,0.307,1.354,3.792,2.103
19-Jul-21,240,pw23,531,48,4.648,181.137,12.59,8.896,0.329,1.254,3.792,1.889
19-Jul-21,240,pw23,531,49,4.608,180.646,12.521,8.888,0.274,1.254,3.634,1.666
19-Jul-21,240,pw23,531,50,4.551,180.415,12.452,8.877,0.29,1.085,3.729,1.477
19-Jul-21,240,pw23,531,51,4.516,180.057,12.409,8.867,0.252,1.033,3.776,1.313
19-Jul-21,240,pw23,531,52,4.479,179.844,12.349,8.855,0.274,0.948,3.697,1.159
19-Jul-21,240,pw23,531,53,4.44,179.752,12.313,8.844,0.274,0.862,3.634,1.042
19-Jul-21,240,pw23,531,54,4.408,179.21,12.275,8.83,0.274,0.803,3.666,0.944
